         2762322 function calls (2682407 primitive calls) in 3.838 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       30    0.000    0.000    0.001    0.000 rcsetup.py:477(validate_font_properties)
     1109    0.001    0.000    0.001    0.000 {method 'flatten' of 'numpy.ndarray' objects}
        9    0.000    0.000    0.001    0.000 fontconfig_pattern.py:113(parse)
        1    0.000    0.000    0.001    0.001 typing_extensions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _common.py:5(<module>)
     1581    0.001    0.000    0.001    0.000 {built-in method builtins.max}
       67    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1549(_fill_cache)
     1536    0.000    0.000    0.001    0.000 colors.py:115(_is_nth_color)
        3    0.000    0.000    0.001    0.000 function_base.py:2409(<listcomp>)
        1    0.000    0.000    0.001    0.001 subprocess.py:368(check_output)
        1    0.000    0.000    0.001    0.001 numerictypes.py:1(<module>)
     6587    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
        1    0.000    0.000    0.001    0.001 shutil.py:1(<module>)
        1    0.000    0.000    0.001    0.001 subprocess.py:452(run)
        1    0.000    0.000    0.001    0.001 fromnumeric.py:1(<module>)
        1    0.000    0.000    0.001    0.001 pickle.py:1(<module>)
        1    0.000    0.000    0.001    0.001 pyplot.py:2024(_setup_pyplot_info_docstrings)
      592    0.000    0.000    0.001    0.000 font_manager.py:883(_json_decode)
       10    0.000    0.000    0.001    0.000 pyparsing.py:3124(__init__)
      583    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:553(_classify_pyc)
      439    0.001    0.000    0.001    0.000 enum.py:75(__setitem__)
       67    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1317(_path_hooks)
        1    0.000    0.000    0.001    0.001 events.py:1(<module>)
   114/56    0.000    0.000    0.001    0.000 pyparsing.py:3954(<listcomp>)
      202    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(norm)
       11    0.000    0.000    0.001    0.000 decorator.py:177(create)
     6851    0.001    0.000    0.001    0.000 {built-in method builtins.setattr}
        2    0.001    0.001    0.001    0.001 {resize}
       69    0.001    0.000    0.001    0.000 {built-in method posix.listdir}
      911    0.001    0.000    0.001    0.000 {method 'search' of 're.Pattern' objects}
        1    0.000    0.000    0.001    0.001 _csr.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _linprog_ip.py:1(<module>)
     7051    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
    16097    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
        9    0.000    0.000    0.001    0.000 decorator.py:200(decorate)
       56    0.000    0.000    0.001    0.000 pyparsing.py:3885(<listcomp>)
        1    0.000    0.000    0.001    0.001 _pslinux.py:1659(Process)
       21    0.000    0.000    0.001    0.000 pyparsing.py:1512(setParseAction)
       25    0.000    0.000    0.001    0.000 pyparsing.py:1283(_trim_arity)
        1    0.000    0.000    0.001    0.001 pydoc.py:2(<module>)
        1    0.000    0.000    0.001    0.001 typing.py:1(<module>)
     2847    0.001    0.000    0.001    0.000 {built-in method numpy.seterrobj}
     1749    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:79(_unpack_uint32)
        1    0.000    0.000    0.001    0.001 hashing.py:1(<module>)
        1    0.000    0.000    0.001    0.001 linalg.py:1(<module>)
        1    0.000    0.000    0.001    0.001 legend.py:1(<module>)
       24    0.000    0.000    0.001    0.000 pyparsing.py:1291(extract_stack)
      583    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:586(_validate_timestamp_pyc)
        1    0.000    0.000    0.001    0.001 _nonlin.py:4(<module>)
     8502    0.001    0.000    0.001    0.000 fromnumeric.py:2302(_any_dispatcher)
        1    0.000    0.000    0.001    0.001 context.py:12(<module>)
        1    0.000    0.000    0.001    0.001 _basic.py:7(<module>)
     9124    0.001    0.000    0.001    0.000 {built-in method builtins.abs}
       63    0.000    0.000    0.001    0.000 abc.py:84(__new__)
        1    0.000    0.000    0.001    0.001 __init__.py:186(_check_versions)
      202    0.001    0.000    0.001    0.000 linalg.py:2357(norm)
       24    0.000    0.000    0.001    0.000 traceback.py:200(extract_stack)
        1    0.000    0.000    0.001    0.001 subprocess.py:736(__init__)
        1    0.000    0.000    0.001    0.001 case.py:1(<module>)
        1    0.000    0.000    0.001    0.001 staggered.py:1(<module>)
        1    0.000    0.000    0.001    0.001 dates.py:1(<module>)
       13    0.000    0.000    0.001    0.000 enum.py:500(<listcomp>)
        1    0.001    0.001    0.001    0.001 submission.py:401(compute_vlahos_mask)
       24    0.000    0.000    0.001    0.000 traceback.py:321(extract)
        1    0.000    0.000    0.001    0.001 npyio.py:1(<module>)
        1    0.001    0.001    0.001    0.001 _codata.py:1514(parse_constants_2018toXXXX)
        1    0.000    0.000    0.001    0.001 linecache.py:1(<module>)
        1    0.000    0.000    0.001    0.001 subprocess.py:1552(_execute_child)
      229    0.000    0.000    0.001    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.001    0.001 fontconfig_pattern.py:65(__init__)
        1    0.000    0.000    0.001    0.001 compressor.py:1(<module>)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
        7    0.000    0.000    0.001    0.000 _nonlin.py:1516(_nonlin_wrapper)
        1    0.000    0.000    0.001    0.001 unix_events.py:1(<module>)
     1796    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:389(parent)
        1    0.000    0.000    0.001    0.001 decimal.py:2(<module>)
        6    0.000    0.000    0.001    0.000 _threadsafety.py:52(decorator)
     8344    0.001    0.000    0.001    0.000 multiarray.py:341(where)
       20    0.000    0.000    0.001    0.000 pyparsing.py:4669(parseImpl)
     8342    0.001    0.000    0.001    0.000 numeric.py:214(_ones_like_dispatcher)
     2506    0.001    0.000    0.001    0.000 {method 'expandtabs' of 'str' objects}
      614    0.001    0.000    0.001    0.000 _inspect.py:65(getargs)
        6    0.000    0.000    0.001    0.000 _threadsafety.py:41(decorate)
      118    0.000    0.000    0.001    0.000 _optimize.py:235(vecnorm)
     8342    0.001    0.000    0.001    0.000 twodim_base.py:236(_diag_dispatcher)
        1    0.000    0.000    0.001    0.001 _utils.py:3(<module>)
        1    0.000    0.000    0.001    0.001 dviread.py:1(<module>)
     8342    0.001    0.000    0.001    0.000 fromnumeric.py:2401(_all_dispatcher)
        1    0.000    0.000    0.001    0.001 defchararray.py:1(<module>)
      742    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:176(cb)
        1    0.000    0.000    0.001    0.001 hmac.py:1(<module>)
       14    0.000    0.000    0.001    0.000 core.py:114(doc_note)
    39/33    0.000    0.000    0.001    0.000 typing.py:255(inner)
       37    0.001    0.000    0.001    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        6    0.000    0.000    0.001    0.000 dataclasses.py:548(_frozen_get_del_attr)
        4    0.001    0.000    0.001    0.000 {built-in method cv2.createTrackbar}
        1    0.000    0.000    0.001    0.001 std.py:1(<module>)
     5004    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
     72/4    0.000    0.000    0.001    0.000 pyparsing.py:1829(_parseCache)
      742    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:58(__init__)
        1    0.000    0.000    0.001    0.001 tz.py:2(<module>)
        1    0.000    0.000    0.001    0.001 _threadsafety.py:1(<module>)
       12    0.000    0.000    0.001    0.000 artist.py:1224(<listcomp>)
        2    0.000    0.000    0.001    0.000 polynomial.py:1(<module>)
       69    0.000    0.000    0.001    0.000 typing.py:659(__init__)
       66    0.000    0.000    0.001    0.000 pyparsing.py:2124(__add__)
        1    0.000    0.000    0.001    0.001 pyparsing.py:5826(makeHTMLTags)
        1    0.000    0.000    0.001    0.001 cycler.py:1(<module>)
        1    0.000    0.000    0.001    0.001 pyparsing.py:5789(_makeTags)
     8342    0.001    0.000    0.001    0.000 multiarray.py:80(empty_like)
     8344    0.001    0.000    0.001    0.000 multiarray.py:1071(copyto)
        1    0.000    0.000    0.001    0.001 tokenize.py:1(<module>)
        2    0.000    0.000    0.001    0.000 pyparsing.py:5662(srange)
        1    0.000    0.000    0.001    0.001 afm.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _linprog_highs.py:1(<module>)
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
     2040    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.001    0.001 _linprog_util.py:1(<module>)
     7254    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
     2309    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 getlimits.py:158(_register_known_types)
       75    0.000    0.000    0.001    0.000 linecache.py:15(getline)
        1    0.000    0.000    0.001    0.001 process.py:4(<module>)
      410    0.000    0.000    0.001    0.000 copy.py:258(_reconstruct)
     5694    0.001    0.000    0.001    0.000 {built-in method numpy.geterrobj}
        2    0.000    0.000    0.001    0.000 function_base.py:1(<module>)
     2153    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:867(__exit__)
        1    0.000    0.000    0.001    0.001 colors.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:445(StrFormatStyle)
       67    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1590(path_hook_for_FileFinder)
       67    0.000    0.000    0.001    0.000 pyparsing.py:3995(__init__)
       75    0.000    0.000    0.001    0.000 linecache.py:37(getlines)
     2711    0.000    0.000    0.001    0.000 inspect.py:2821(<genexpr>)
       92    0.000    0.000    0.001    0.000 {built-in method builtins.next}
     2388    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:129(<genexpr>)
        1    0.000    0.000    0.001    0.001 mlab.py:1(<module>)
     2882    0.000    0.000    0.001    0.000 sre_parse.py:249(match)
       31    0.000    0.000    0.001    0.000 enum.py:200(<setcomp>)
     2153    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:863(__enter__)
        2    0.000    0.000    0.001    0.000 linecache.py:82(updatecache)
      106    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(amax)
      408    0.000    0.000    0.001    0.000 artist.py:1326(aliased_name)
        1    0.000    0.000    0.001    0.001 add_newdocs.py:3(<module>)
    24/12    0.000    0.000    0.001    0.000 pyparsing.py:4232(parseImpl)
       96    0.000    0.000    0.001    0.000 traceback.py:285(line)
        1    0.000    0.000    0.001    0.001 ntpath.py:2(<module>)
      534    0.000    0.000    0.001    0.000 sre_compile.py:423(_simple)
        6    0.000    0.000    0.001    0.000 getlimits.py:34(__init__)
       11    0.000    0.000    0.001    0.000 decorator.py:75(__init__)
        1    0.000    0.000    0.001    0.001 scimath.py:1(<module>)
        1    0.000    0.000    0.001    0.001 gridspec.py:1(<module>)
      192    0.000    0.000    0.001    0.000 enum.py:938(__and__)
        1    0.000    0.000    0.001    0.001 _multiprocessing_helpers.py:1(<module>)
       89    0.000    0.000    0.001    0.000 {method 'sub' of 're.Pattern' objects}
     2254    0.000    0.000    0.001    0.000 sre_parse.py:172(append)
       11    0.000    0.000    0.001    0.000 decorator.py:144(make)
     2391    0.000    0.000    0.001    0.000 sre_parse.py:160(__len__)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        6    0.000    0.000    0.001    0.000 dataclasses.py:487(_init_fn)
        1    0.000    0.000    0.001    0.001 decorator.py:30(<module>)
        1    0.000    0.000    0.001    0.001 blas.py:1(<module>)
        1    0.000    0.000    0.001    0.001 patches.py:3151(ArrowStyle)
       54    0.000    0.000    0.001    0.000 __init__.py:893(_open_file_or_url)
      534    0.000    0.000    0.001    0.000 enum.py:417(__setattr__)
        1    0.000    0.000    0.001    0.001 <__array_function__ internals>:177(median)
       20    0.000    0.000    0.001    0.000 pyparsing.py:4830(parseImpl)
       31    0.000    0.000    0.001    0.000 contextlib.py:108(__enter__)
        1    0.000    0.000    0.001    0.001 _matfuncs.py:1(<module>)
        1    0.000    0.000    0.001    0.001 function_base.py:3734(median)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
        1    0.000    0.000    0.001    0.001 function_base.py:3674(_ureduce)
       83    0.000    0.000    0.001    0.000 pyparsing.py:3854(__init__)
        1    0.000    0.000    0.001    0.001 function_base.py:3824(_median)
        1    0.000    0.000    0.001    0.001 pydoc.py:370(Doc)
        1    0.000    0.000    0.001    0.001 _remove_redundancy.py:1(<module>)
      2/1    0.000    0.000    0.001    0.001 sysconfig.py:520(get_path)
      2/1    0.000    0.000    0.001    0.001 sysconfig.py:508(get_paths)
      2/1    0.000    0.000    0.001    0.001 sysconfig.py:173(_expand_vars)
        1    0.000    0.000    0.000    0.000 scanner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coroutines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1(<module>)
      106    0.000    0.000    0.000    0.000 fromnumeric.py:2677(amax)
     2492    0.000    0.000    0.000    0.000 enum.py:631(__new__)
        4    0.000    0.000    0.000    0.000 warnings.py:130(filterwarnings)
        2    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 linsolve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string.py:67(__init__)
        1    0.000    0.000    0.000    0.000 lsq_linear.py:1(<module>)
     1786    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
      459    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
     20/6    0.000    0.000    0.000    0.000 pyparsing.py:4443(parseImpl)
        1    0.000    0.000    0.000    0.000 _shgo.py:1(<module>)
      590    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:516(_check_name_wrapper)
        1    0.000    0.000    0.000    0.000 least_squares.py:1(<module>)
      230    0.000    0.000    0.000    0.000 _internal.py:870(_ufunc_doc_signature_formatter)
        1    0.000    0.000    0.000    0.000 __init__.py:417(PercentStyle)
        1    0.000    0.000    0.000    0.000 dis.py:1(<module>)
     1527    0.000    0.000    0.000    0.000 sre_parse.py:286(tell)
        1    0.000    0.000    0.000    0.000 __init__.py:330(<listcomp>)
       10    0.000    0.000    0.000    0.000 extras.py:234(__init__)
        1    0.000    0.000    0.000    0.000 _trustregion_krylov.py:1(<module>)
       10    0.000    0.000    0.000    0.000 extras.py:238(getdoc)
       18    0.000    0.000    0.000    0.000 pyparsing.py:4762(parseImpl)
        1    0.000    0.000    0.000    0.000 submission.py:325(compute_all_plane_params)
        1    0.000    0.000    0.000    0.000 _lil.py:1(<module>)
       38    0.000    0.000    0.000    0.000 getlimits.py:111(_float_to_str)
