         12397635 function calls (11959433 primitive calls) in 17.508 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 _py39compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _elffile.py:39(ELFFile)
       27    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        8    0.000    0.000    0.000    0.000 random.py:250(_randbelow_with_getrandbits)
        2    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
        3    0.000    0.000    0.000    0.000 blas.py:259(find_best_blas_type)
       30    0.000    0.000    0.000    0.000 dataclasses.py:603(_is_initvar)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:402(DifferentialEvolutionSolver)
        1    0.000    0.000    0.000    0.000 __init__.py:385(discover)
       78    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
       62    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:136(CallbackRegistry)
        1    0.000    0.000    0.000    0.000 Image.py:185(Palette)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:1829(TriMesh)
        1    0.000    0.000    0.000    0.000 transforms.py:222(BboxBase)
        1    0.000    0.000    0.000    0.000 __init__.py:559(__init__)
       77    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
        1    0.000    0.000    0.000    0.000 ticker.py:1065(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 optimize.py:5(<module>)
       53    0.000    0.000    0.000    0.000 util.py:280(replaced_by_pep8)
        1    0.000    0.000    0.000    0.000 art3d.py:183(Line3D)
       57    0.000    0.000    0.000    0.000 __init__.py:274(<genexpr>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1804(chararray)
        1    0.000    0.000    0.000    0.000 _iotools.py:450(StringConverter)
        1    0.000    0.000    0.000    0.000 _compat.py:28(disable_stdlib_finder)
        9    0.000    0.000    0.000    0.000 dataclasses.py:298(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:188(<dictcomp>)
        1    0.000    0.000    0.000    0.000 lbfgsb.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _constraints.py:18(NonlinearConstraint)
       28    0.000    0.000    0.000    0.000 __init__.py:1844(_str_equal)
       17    0.000    0.000    0.000    0.000 enum.py:398(__members__)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _testutils.py:76(_TestPythranFunc)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:149(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 minpack.py:5(<module>)
        1    0.000    0.000    0.000    0.000 slsqp.py:5(<module>)
        1    0.000    0.000    0.000    0.000 art3d.py:76(Text3D)
        7    0.000    0.000    0.000    0.000 _util.py:335(<listcomp>)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 threading.py:750(Thread)
        7    0.000    0.000    0.000    0.000 _util.py:350(<listcomp>)
        1    0.000    0.000    0.000    0.000 linesearch.py:5(<module>)
        1    0.000    0.000    0.000    0.000 tnc.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _mathtext.py:669(StixFonts)
        2    0.000    0.000    0.000    0.000 _text.py:7(FoldedCase)
       56    0.000    0.000    0.000    0.000 core.py:4031(<genexpr>)
        3    0.000    0.000    0.000    0.000 legend_handler.py:434(__init__)
        9    0.000    0.000    0.000    0.000 dataclasses.py:541(<listcomp>)
        7    0.000    0.000    0.000    0.000 _util.py:357(<dictcomp>)
       15    0.000    0.000    0.000    0.000 ssl.py:965(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 rcsetup.py:256(_validate_toolbar)
        1    0.000    0.000    0.000    0.000 _path.py:1(<module>)
      133    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        7    0.000    0.000    0.000    0.000 legend_handler.py:172(__init__)
       55    0.000    0.000    0.000    0.000 colors.py:394(<genexpr>)
        7    0.000    0.000    0.000    0.000 _util.py:340(<listcomp>)
        1    0.000    0.000    0.000    0.000 minpack2.py:5(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:185(MathTextParser)
        1    0.000    0.000    0.000    0.000 setupcfg.py:229(ConfigHandler)
        3    0.000    0.000    0.000    0.000 core.py:710(<listcomp>)
        1    0.000    0.000    0.000    0.000 rcsetup.py:286(_validate_color_or_linecolor)
        1    0.000    0.000    0.000    0.000 ccompiler.py:26(CCompiler)
        1    0.000    0.000    0.000    0.000 subprocess.py:688(Popen)
        1    0.000    0.000    0.000    0.000 pathlib.py:1025(Path)
        1    0.000    0.000    0.000    0.000 nonlin.py:5(<module>)
       18    0.000    0.000    0.000    0.000 _data.py:131(_create_method)
        1    0.000    0.000    0.000    0.000 testing.py:124(TestParseResultsAsserts)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
        1    0.000    0.000    0.000    0.000 core.py:4787(__init__)
        1    0.000    0.000    0.000    0.000 locks.py:49(_ContextManagerMixin)
        1    0.000    0.000    0.000    0.000 moduleTNC.py:5(<module>)
        1    0.000    0.000    0.000    0.000 zeros.py:5(<module>)
        1    0.000    0.000    0.000    0.000 core.py:5823(__init__)
        2    0.000    0.000    0.000    0.000 types.py:100(prepare_class)
       11    0.000    0.000    0.000    0.000 ccompiler.py:87(replace_method)
       20    0.000    0.000    0.000    0.000 inspect.py:2881(<genexpr>)
        1    0.000    0.000    0.000    0.000 case.py:424(__init__)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:349(__subclasshook__)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 decorators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 context.py:218(passes)
        2    0.000    0.000    0.000    0.000 _procrustes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _lil.py:19(lil_matrix)
        1    0.000    0.000    0.000    0.000 discovery.py:300(ConfigDiscovery)
        1    0.000    0.000    0.000    0.000 _compat.py:8(install)
        5    0.000    0.000    0.000    0.000 typing.py:153(_type_repr)
       34    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:61(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:5076(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 hashing.py:47(Hasher)
       10    0.000    0.000    0.000    0.000 axis.py:2247(_make_getset_interval)
        1    0.000    0.000    0.000    0.000 trsock.py:5(TransportSocket)
        1    0.000    0.000    0.000    0.000 _matrix_io.py:1(<module>)
        7    0.000    0.000    0.000    0.000 _util.py:354(<dictcomp>)
        6    0.000    0.000    0.000    0.000 rcsetup.py:174(_make_type_validator)
        9    0.000    0.000    0.000    0.000 dataclasses.py:922(<listcomp>)
       18    0.000    0.000    0.000    0.000 _internal.py:835(<genexpr>)
        1    0.000    0.000    0.000    0.000 dviread.py:831(PsfontsMap)
        1    0.000    0.000    0.000    0.000 util.py:102(__init__)
        1    0.000    0.000    0.000    0.000 api.py:23(FFI)
        1    0.000    0.000    0.000    0.000 core.py:3664(__init__)
        2    0.000    0.000    0.000    0.000 _structures.py:6(InfinityType)
        1    0.000    0.000    0.000    0.000 _special_matrices.py:1(<module>)
       15    0.000    0.000    0.000    0.000 typing_extensions.py:556(<genexpr>)
        1    0.000    0.000    0.000    0.000 socket.py:213(socket)
       28    0.000    0.000    0.000    0.000 core.py:696(<genexpr>)
        1    0.000    0.000    0.000    0.000 datetime.py:1559(datetime)
        1    0.000    0.000    0.000    0.000 {method 'isOpened' of 'cv2.VideoCapture' objects}
        1    0.000    0.000    0.000    0.000 selector_events.py:48(BaseSelectorEventLoop)
       32    0.000    0.000    0.000    0.000 typing.py:598(<genexpr>)
        4    0.000    0.000    0.000    0.000 _functools.py:6(method_cache)
        1    0.000    0.000    0.000    0.000 lsqr.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {method 'get' of 'cv2.VideoCapture' objects}
        3    0.000    0.000    0.000    0.000 core.py:4963(_generateDefaultName)
        3    0.000    0.000    0.000    0.000 typing.py:701(<listcomp>)
        1    0.000    0.000    0.000    0.000 misc_util.py:323(terminal_has_colors)
        1    0.000    0.000    0.000    0.000 _spherical_bessel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dok.py:23(dok_matrix)
        3    0.000    0.000    0.000    0.000 numerictypes.py:228(obj2sctype)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
       18    0.000    0.000    0.000    0.000 __init__.py:438(<dictcomp>)
        1    0.000    0.000    0.000    0.000 random.py:721(getrandbits)
        1    0.000    0.000    0.000    0.000 pathlib.py:1076(_opener)
        1    0.000    0.000    0.000    0.000 numpy_pickle_compat.py:159(ZipNumpyUnpickler)
        1    0.000    0.000    0.000    0.000 spawn.py:9(<module>)
        3    0.000    0.000    0.000    0.000 os.py:1073(__subclasshook__)
        1    0.000    0.000    0.000    0.000 defmatrix.py:72(matrix)
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        6    0.000    0.000    0.000    0.000 getlimits.py:671(max)
        1    0.000    0.000    0.000    0.000 std.py:76(TqdmDefaultWriteLock)
        1    0.000    0.000    0.000    0.000 widgets.py:2175(_SelectorWidget)
        3    0.000    0.000    0.000    0.000 function_base.py:2365(<listcomp>)
       34    0.000    0.000    0.000    0.000 _collections_abc.py:302(__subclasshook__)
        1    0.000    0.000    0.000    0.000 rcsetup.py:1183(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
        9    0.000    0.000    0.000    0.000 dataclasses.py:938(<listcomp>)
       56    0.000    0.000    0.000    0.000 pathlib.py:506(_select_from)
        1    0.000    0.000    0.000    0.000 threading.py:505(__init__)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        2    0.000    0.000    0.000    0.000 {method 'repeat' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _decomp_qr.py:1(<module>)
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        3    0.000    0.000    0.000    0.000 _itertools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
        1    0.000    0.000    0.000    0.000 _linprog_simplex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1076(poly1d)
        1    0.000    0.000    0.000    0.000 context.py:191(raises)
        1    0.000    0.000    0.000    0.000 __init__.py:119(Cycler)
       15    0.000    0.000    0.000    0.000 typing_extensions.py:2095(_is_unpack)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:159(__setitem__)
        1    0.000    0.000    0.000    0.000 _interface.py:53(LinearOperator)
        1    0.000    0.000    0.000    0.000 configparser.py:297(ParsingError)
        1    0.000    0.000    0.000    0.000 pathlib.py:399(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 _compat.py:21(disable_stdlib_finder)
        1    0.000    0.000    0.000    0.000 numerictypes.py:433(__getitem__)
       10    0.000    0.000    0.000    0.000 _apply_pyprojecttoml.py:316(_attrgetter)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
       10    0.000    0.000    0.000    0.000 enum.py:957(_high_bit)
       42    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 _enums.py:115(<listcomp>)
        1    0.000    0.000    0.000    0.000 _cloudpickle_wrapper.py:1(<module>)
       12    0.000    0.000    0.000    0.000 numeric.py:1391(<listcomp>)
        1    0.000    0.000    0.000    0.000 _mathtext.py:362(BakomaFonts)
        1    0.000    0.000    0.000    0.000 _functools.py:6(pass_none)
        1    0.000    0.000    0.000    0.000 __init__.py:891(createLock)
        7    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
       11    0.000    0.000    0.000    0.000 enum.py:389(__iter__)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(count_nonzero)
       47    0.000    0.000    0.000    0.000 core.py:4266(<genexpr>)
       10    0.000    0.000    0.000    0.000 __init__.py:1224(__init__)
       13    0.000    0.000    0.000    0.000 _internal.py:863(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 __init__.py:430(validate)
       56    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1286(exec_module)
       15    0.000    0.000    0.000    0.000 _testutils.py:26(__init__)
        1    0.000    0.000    0.000    0.000 dir_util.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
       33    0.000    0.000    0.000    0.000 core.py:4563(recurse)
       15    0.000    0.000    0.000    0.000 results.py:260(__iter__)
       30    0.000    0.000    0.000    0.000 typing_extensions.py:631(__hash__)
        1    0.000    0.000    0.000    0.000 polar.py:18(PolarTransform)
        1    0.000    0.000    0.000    0.000 _binary.py:15(<module>)
        1    0.000    0.000    0.000    0.000 process.py:71(BaseProcess)
       22    0.000    0.000    0.000    0.000 decorator.py:195(<genexpr>)
       39    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        1    0.000    0.000    0.000    0.000 core.py:264(<listcomp>)
        2    0.000    0.000    0.000    0.000 _compat.py:65(pypy_partial)
        1    0.000    0.000    0.000    0.000 zipfile.py:1192(ZipFile)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:11(SecondaryAxis)
       71    0.000    0.000    0.000    0.000 _adapters.py:65(redent)
        1    0.000    0.000    0.000    0.000 version.py:65(_BaseVersion)
        1    0.000    0.000    0.000    0.000 threading.py:364(notify_all)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 _tight_layout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2743(Word)
        3    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
        1    0.000    0.000    0.000    0.000 unicode.py:31(unicode_set)
        1    0.000    0.000    0.000    0.000 expand.py:394(EnsurePackagesDiscovered)
        1    0.000    0.000    0.000    0.000 base64mime.py:5(<module>)
       36    0.000    0.000    0.000    0.000 discovery.py:254(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:47(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _tripcolor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 process.py:393(__init__)
        1    0.000    0.000    0.000    0.000 std.py:131(Bar)
        1    0.000    0.000    0.000    0.000 _meta.py:11(PackageMetadata)
        1    0.000    0.000    0.000    0.000 contour.py:628(ContourSet)
        1    0.000    0.000    0.000    0.000 _shgo.py:453(SHGO)
        1    0.000    0.000    0.000    0.000 legend_handler.py:637(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2486(Keyword)
       27    0.000    0.000    0.000    0.000 results.py:251(__contains__)
        8    0.000    0.000    0.000    0.000 dataclasses.py:281(__set_name__)
        1    0.000    0.000    0.000    0.000 debug.py:1(<module>)
        1    0.000    0.000    0.000    0.000 uuid.py:78(UUID)
        1    0.000    0.000    0.000    0.000 rcsetup.py:131(_validate_date)
        3    0.000    0.000    0.000    0.000 __init__.py:218(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:357(Distribution)
       28    0.000    0.000    0.000    0.000 typing.py:183(<listcomp>)
       24    0.000    0.000    0.000    0.000 dviread.py:221(<listcomp>)
        3    0.000    0.000    0.000    0.000 function_base.py:2341(<listcomp>)
        1    0.000    0.000    0.000    0.000 file_util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pool.py:173(Pool)
        9    0.000    0.000    0.000    0.000 core.py:3685(parseImpl)
       33    0.000    0.000    0.000    0.000 __init__.py:80(<genexpr>)
        1    0.000    0.000    0.000    0.000 _base.py:559(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        1    0.000    0.000    0.000    0.000 threading.py:903(_set_tstate_lock)
        5    0.000    0.000    0.000    0.000 core.py:6033(token_map)
       12    0.000    0.000    0.000    0.000 legend_handler.py:62(__init__)
        4    0.000    0.000    0.000    0.000 rcsetup.py:221(validate_fonttype)
        1    0.000    0.000    0.000    0.000 textpath.py:26(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:1586(Locator)
        1    0.000    0.000    0.000    0.000 _deprecate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 random.py:78(Random)
       23    0.000    0.000    0.000    0.000 overrides.py:196(array_function_from_dispatcher)
       17    0.000    0.000    0.000    0.000 platform.py:922(machine)
        1    0.000    0.000    0.000    0.000 _bsr.py:22(bsr_matrix)
        1    0.000    0.000    0.000    0.000 widgets.py:3235(RectangleSelector)
        1    0.000    0.000    0.000    0.000 futures.py:29(Future)
        1    0.000    0.000    0.000    0.000 cmd.py:17(Command)
       10    0.000    0.000    0.000    0.000 _docstring.py:33(__init__)
        1    0.000    0.000    0.000    0.000 sysconfig.py:356(_get_sysconfigdata_name)
        1    0.000    0.000    0.000    0.000 ast.py:68(_convert_signed_num)
        7    0.000    0.000    0.000    0.000 __init__.py:606(__new__)
        1    0.000    0.000    0.000    0.000 dviread.py:1034(_LuatexKpsewhich)
        4    0.000    0.000    0.000    0.000 inspect.py:2884(<dictcomp>)
       33    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        9    0.000    0.000    0.000    0.000 dataclasses.py:947(<listcomp>)
        1    0.000    0.000    0.000    0.000 version.py:288(LooseVersion)
        1    0.000    0.000    0.000    0.000 ticker.py:154(_DummyAxis)
        2    0.000    0.000    0.000    0.000 reprlib.py:38(__init__)
       22    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 msvc.py:399(RegistryInfo)
       22    0.000    0.000    0.000    0.000 _codata.py:1568(_check_obsolete)
        1    0.000    0.000    0.000    0.000 misc_util.py:763(Configuration)
        1    0.000    0.000    0.000    0.000 threading.py:222(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:843(_addHandlerRef)
       26    0.000    0.000    0.000    0.000 typing.py:1065(<genexpr>)
        1    0.000    0.000    0.000    0.000 pydoc.py:431(__init__)
       34    0.000    0.000    0.000    0.000 multiarray.py:1071(copyto)
        1    0.000    0.000    0.000    0.000 headerregistry.py:493(ContentDispositionHeader)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1994(Chebyshev)
        1    0.000    0.000    0.000    0.000 more.py:1888(numeric_range)
        1    0.000    0.000    0.000    0.000 tempfile.py:761(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 pydoc.py:1073(TextDoc)
        9    0.000    0.000    0.000    0.000 typing.py:265(_eval_type)
       18    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
       25    0.000    0.000    0.000    0.000 results.py:21(__init__)
       47    0.000    0.000    0.000    0.000 core.py:4267(<genexpr>)
        1    0.000    0.000    0.000    0.000 _trustregion_exact.py:186(IterativeSubproblem)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
       42    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        8    0.000    0.000    0.000    0.000 __init__.py:415(<genexpr>)
        1    0.000    0.000    0.000    0.000 enum.py:44(_make_class_unpicklable)
        1    0.000    0.000    0.000    0.000 ssl.py:812(SSLObject)
        1    0.000    0.000    0.000    0.000 __init__.py:131(EntryPoint)
        1    0.000    0.000    0.000    0.000 axis3d.py:588(XAxis)
        1    0.000    0.000    0.000    0.000 transforms.py:1080(TransformedBbox)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        1    0.000    0.000    0.000    0.000 _adapters.py:54(__getitem__)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:2300(_any_dispatcher)
        2    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
       74    0.000    0.000    0.000    0.000 util.py:203(no_escape_re_range_char)
       14    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 functools.py:423(pass_none)
        1    0.000    0.000    0.000    0.000 _common.py:653(outer)
        5    0.000    0.000    0.000    0.000 os.py:812(fsdecode)
        1    0.000    0.000    0.000    0.000 _enums.py:181(<listcomp>)
       14    0.000    0.000    0.000    0.000 _collections.py:23(freeze)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        2    0.000    0.000    0.000    0.000 _methods.py:101(_clip_dep_is_byte_swapped)
        1    0.000    0.000    0.000    0.000 sslproto.py:284(_SSLProtocolTransport)
        1    0.000    0.000    0.000    0.000 tasks.py:98(Task)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:274(__init__)
        1    0.000    0.000    0.000    0.000 core.py:4085(Or)
        1    0.000    0.000    0.000    0.000 _tokenizer.py:16(ParserSyntaxError)
        2    0.000    0.000    0.000    0.000 model.py:264(__init__)
       21    0.000    0.000    0.000    0.000 core.py:3780(recurse)
        8    0.000    0.000    0.000    0.000 core.py:4983(stopOn)
       16    0.000    0.000    0.000    0.000 contextlib.py:359(__exit__)
        1    0.000    0.000    0.000    0.000 msvc.py:1111(EnvironmentInfo)
        1    0.000    0.000    0.000    0.000 datetime.py:1211(time)
        4    0.000    0.000    0.000    0.000 __init__.py:835(__init__)
        1    0.000    0.000    0.000    0.000 functools.py:349(__init__)
        6    0.000    0.000    0.000    0.000 dataclasses.py:769(<listcomp>)
        1    0.000    0.000    0.000    0.000 ast.py:64(_convert_num)
        4    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 legendre.py:1619(Legendre)
        1    0.000    0.000    0.000    0.000 os.py:766(getenv)
        1    0.000    0.000    0.000    0.000 streams.py:203(StreamReaderProtocol)
        1    0.000    0.000    0.000    0.000 distance.py:1949(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _kdtree.py:98(Rectangle)
        1    0.000    0.000    0.000    0.000 gzip.py:120(GzipFile)
        2    0.000    0.000    0.000    0.000 _structures.py:35(NegativeInfinityType)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 polar.py:139(PolarAffine)
        1    0.000    0.000    0.000    0.000 _mathtext.py:467(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 compressor.py:231(BinaryZlibFile)
        7    0.000    0.000    0.000    0.000 _compat.py:37(matches)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 _csr.py:17(csr_matrix)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:114(_ConnectionBase)
        1    0.000    0.000    0.000    0.000 setupcfg.py:518(ConfigMetadataHandler)
        4    0.000    0.000    0.000    0.000 core.py:5106(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 datetime.py:469(timedelta)
        1    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 bz2.py:30(BZ2File)
        2    0.000    0.000    0.000    0.000 contextlib.py:379(_create_cb_wrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:186(Path)
        2    0.000    0.000    0.000    0.000 core.py:3532(_generateDefaultName)
        8    0.000    0.000    0.000    0.000 results.py:211(<listcomp>)
        9    0.000    0.000    0.000    0.000 dataclasses.py:941(<listcomp>)
        1    0.000    0.000    0.000    0.000 backend_managers.py:32(ToolManager)
        1    0.000    0.000    0.000    0.000 ticker.py:1957(MaxNLocator)
       18    0.000    0.000    0.000    0.000 __init__.py:190(change_key)
        1    0.000    0.000    0.000    0.000 threading.py:341(notify)
       24    0.000    0.000    0.000    0.000 dviread.py:188(_dispatch)
        1    0.000    0.000    0.000    0.000 tags.py:43(Tag)
        1    0.000    0.000    0.000    0.000 bezier.py:181(BezierSegment)
        1    0.000    0.000    0.000    0.000 __init__.py:1359(_fixupChildren)
        7    0.000    0.000    0.000    0.000 typing.py:1594(<listcomp>)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:115(TokenList)
        1    0.000    0.000    0.000    0.000 mathtext.py:196(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:248(_register_at_fork_reinit_lock)
       13    0.000    0.000    0.000    0.000 _collections.py:24(<lambda>)
        1    0.000    0.000    0.000    0.000 core.py:5110(DelimitedList)
        1    0.000    0.000    0.000    0.000 hermite.py:1658(Hermite)
       16    0.000    0.000    0.000    0.000 _pep440.py:301(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:128(DeprecatedTuple)
       30    0.000    0.000    0.000    0.000 version.py:452(_parse_letter_version)
       11    0.000    0.000    0.000    0.000 _pytesttester.py:78(__init__)
       30    0.000    0.000    0.000    0.000 function_base.py:18(_linspace_dispatcher)
        1    0.000    0.000    0.000    0.000 axis.py:32(<listcomp>)
        1    0.000    0.000    0.000    0.000 artist.py:88(_finalize_rasterization)
        3    0.000    0.000    0.000    0.000 pathlib.py:46(_ignore_error)
        3    0.000    0.000    0.000    0.000 function_base.py:2336(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:633(RcParams)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 ticker.py:377(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 _matfuncs.py:336(_ExpmPadeHelper)
        1    0.000    0.000    0.000    0.000 _imp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _coo.py:22(coo_matrix)
       26    0.000    0.000    0.000    0.000 core.py:4277(<genexpr>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1708(_handle_exitstatus)
        1    0.000    0.000    0.000    0.000 queue.py:27(Queue)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:346(PngStream)
        7    0.000    0.000    0.000    0.000 _nonlin.py:1531(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:93(__compat__)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 tfqmr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _store_backends.py:39(StoreBackendBase)
        1    0.000    0.000    0.000    0.000 queues.py:21(Queue)
        1    0.000    0.000    0.000    0.000 _data.py:19(_data_matrix)
        1    0.000    0.000    0.000    0.000 _lambertw.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pslinux.py:624(<listcomp>)
        1    0.000    0.000    0.000    0.000 unixccompiler.py:105(UnixCCompiler)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 core.py:4710(AtStringStart)
        2    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 proj3d.py:1(<module>)
       32    0.000    0.000    0.000    0.000 fromnumeric.py:3160(_ndim_dispatcher)
        3    0.000    0.000    0.000    0.000 __init__.py:572(__init__)
        8    0.000    0.000    0.000    0.000 _compat.py:30(matches)
