         12397635 function calls (11959433 primitive calls) in 17.508 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       39    0.000    0.000    0.000    0.000 __init__.py:227(_releaseLock)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:1937(BinaryIO)
        1    0.000    0.000    0.000    0.000 tempfile.py:272(rng)
       14    0.000    0.000    0.000    0.000 __init__.py:141(_check_size)
        1    0.000    0.000    0.000    0.000 subprocess.py:1459(_get_handles)
        1    0.000    0.000    0.000    0.000 __init__.py:1372(_clear_cache)
        1    0.000    0.000    0.000    0.000 __init__.py:291(<listcomp>)
        1    0.000    0.000    0.000    0.000 datetime.py:2181(timezone)
       25    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
       81    0.000    0.000    0.000    0.000 overrides.py:121(decorator)
        2    0.000    0.000    0.000    0.000 matfuncs.py:5(<module>)
        3    0.000    0.000    0.000    0.000 datetime.py:1567(__new__)
        1    0.000    0.000    0.000    0.000 _csc.py:1(<module>)
       10    0.000    0.000    0.000    0.000 version.py:503(_cmpkey)
        1    0.000    0.000    0.000    0.000 numpy_pickle_utils.py:1(<module>)
      182    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 patches.py:962(StepPatch)
        1    0.000    0.000    0.000    0.000 __init__.py:339(__init__)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
       32    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
        1    0.000    0.000    0.000    0.000 runners.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:3510(__init__)
        1    0.000    0.000    0.000    0.000 _trustregion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
       93    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
        2    0.000    0.000    0.000    0.000 _compat.py:1(<module>)
       18    0.000    0.000    0.000    0.000 six.py:194(find_spec)
       18    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 pickle.py:1136(_Unpickler)
      279    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
       30    0.000    0.000    0.000    0.000 dataclasses.py:244(__init__)
        1    0.000    0.000    0.000    0.000 _sketches.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _collections_abc.py:816(clear)
       11    0.000    0.000    0.000    0.000 decorator.py:152(<listcomp>)
        9    0.000    0.000    0.000    0.000 dataclasses.py:530(<listcomp>)
        1    0.000    0.000    0.000    0.000 linalg.py:73(_determine_error_states)
        1    0.000    0.000    0.000    0.000 __init__.py:63(Sectioned)
      165    0.000    0.000    0.000    0.000 enum.py:506(<lambda>)
        1    0.000    0.000    0.000    0.000 util.py:51(get_platform)
      165    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 core.py:1086(enable_packrat)
      144    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       71    0.000    0.000    0.000    0.000 inspect.py:285(isbuiltin)
        1    0.000    0.000    0.000    0.000 trsock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:437(<listcomp>)
        6    0.000    0.000    0.000    0.000 __init__.py:1424(debug)
        1    0.000    0.000    0.000    0.000 _enums.py:27(JoinStyle)
        2    0.000    0.000    0.000    0.000 core.py:6636(__init__)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(where)
        1    0.000    0.000    0.000    0.000 axis.py:2536(YAxis)
       76    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
      169    0.000    0.000    0.000    0.000 rcsetup.py:59(func)
        1    0.000    0.000    0.000    0.000 _globals.py:97(_CopyMode)
        1    0.000    0.000    0.000    0.000 ImageColor.py:19(<module>)
        1    0.000    0.000    0.000    0.000 util.py:22(get_host_platform)
        9    0.000    0.000    0.000    0.000 getlimits.py:647(__init__)
        1    0.000    0.000    0.000    0.000 cloudpickle_wrapper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageMode.py:15(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:158(Resampling)
        9    0.000    0.000    0.000    0.000 platform.py:973(_sys_version)
       12    0.000    0.000    0.000    0.000 _pslinux.py:642(<listcomp>)
       14    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
      143    0.000    0.000    0.000    0.000 core.py:3970(<genexpr>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:195(_getuserbase)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:2061(<dictcomp>)
        3    0.000    0.000    0.000    0.000 {built-in method numpy.frompyfunc}
        3    0.000    0.000    0.000    0.000 monkey.py:47(get_unpatched_class)
       81    0.000    0.000    0.000    0.000 overrides.py:110(set_module)
        1    0.000    0.000    0.000    0.000 _rotation_spline.py:1(<module>)
       20    0.000    0.000    0.000    0.000 _docstring.py:43(update)
        9    0.000    0.000    0.000    0.000 weakref.py:284(update)
       17    0.000    0.000    0.000    0.000 inspect.py:2598(__hash__)
      171    0.000    0.000    0.000    0.000 core.py:1734(leave_whitespace)
        1    0.000    0.000    0.000    0.000 dist.py:120(<listcomp>)
       24    0.000    0.000    0.000    0.000 numerictypes.py:513(_scalar_type_key)
        1    0.000    0.000    0.000    0.000 numeric.py:2131(identity)
       71    0.000    0.000    0.000    0.000 message.py:479(set_raw)
        1    0.000    0.000    0.000    0.000 subprocess.py:1761(_try_wait)
      104    0.000    0.000    0.000    0.000 _docstring.py:88(do_copy)
       90    0.000    0.000    0.000    0.000 __init__.py:185(keys)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
       34    0.000    0.000    0.000    0.000 traceback.py:272(__getitem__)
        7    0.000    0.000    0.000    0.000 _util.py:330(<listcomp>)
      173    0.000    0.000    0.000    0.000 multiarray.py:148(concatenate)
        6    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
       16    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 _polybase.py:18(ABCPolyBase)
        2    0.000    0.000    0.000    0.000 blas.py:377(_memoize_get_funcs)
      150    0.000    0.000    0.000    0.000 __init__.py:96(<lambda>)
      127    0.000    0.000    0.000    0.000 core.py:2435(__getnewargs__)
        1    0.000    0.000    0.000    0.000 ExifTags.py:344(Interop)
        1    0.000    0.000    0.000    0.000 _enums.py:119(CapStyle)
        2    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x7fa9bb1c9790}
        1    0.000    0.000    0.000    0.000 patches.py:613(Shadow)
        1    0.000    0.000    0.000    0.000 getopt.py:1(<module>)
       44    0.000    0.000    0.000    0.000 unicode.py:17(<genexpr>)
       12    0.000    0.000    0.000    0.000 core.py:5979(<lambda>)
       25    0.000    0.000    0.000    0.000 _util.py:345(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1370(MouseButton)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2952(_Mode)
      7/6    0.000    0.000    0.000    0.000 typing.py:693(__repr__)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:194(_add_array_type)
       46    0.000    0.000    0.000    0.000 six.py:110(__init__)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:3922(And)
        1    0.000    0.000    0.000    0.000 _tritools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 artist.py:117(Artist)
        9    0.000    0.000    0.000    0.000 results.py:337(get)
        1    0.000    0.000    0.000    0.000 uu.py:27(<module>)
        1    0.000    0.000    0.000    0.000 core.py:6460(__array_finalize__)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
       18    0.000    0.000    0.000    0.000 transforms.py:56(_make_str_method)
        1    0.000    0.000    0.000    0.000 core.py:3415(__init__)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:1(<module>)
        8    0.000    0.000    0.000    0.000 util.py:119(clear)
        4    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
        2    0.000    0.000    0.000    0.000 datetime.py:661(__neg__)
       28    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
       19    0.000    0.000    0.000    0.000 os.py:800(fsencode)
       53    0.000    0.000    0.000    0.000 six.py:182(_add_module)
      138    0.000    0.000    0.000    0.000 __init__.py:247(<genexpr>)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:436(repeat)
        1    0.000    0.000    0.000    0.000 gui.py:1(<module>)
       10    0.000    0.000    0.000    0.000 results.py:450(<listcomp>)
        9    0.000    0.000    0.000    0.000 __init__.py:24(_module_matches_namespace)
       37    0.000    0.000    0.000    0.000 __init__.py:193(_checkLevel)
        1    0.000    0.000    0.000    0.000 Image.py:149(Transform)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        1    0.000    0.000    0.000    0.000 _elffile.py:31(EMachine)
        1    0.000    0.000    0.000    0.000 ExifTags.py:352(IFD)
       61    0.000    0.000    0.000    0.000 inspect.py:2246(<lambda>)
        1    0.000    0.000    0.000    0.000 _machar.py:1(<module>)
       75    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      204    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
        3    0.000    0.000    0.000    0.000 core.py:1717(suppress)
        1    0.000    0.000    0.000    0.000 numerictypes.py:510(<lambda>)
        1    0.000    0.000    0.000    0.000 pathlib.py:120(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 _cm.py:158(<dictcomp>)
        6    0.000    0.000    0.000    0.000 rcsetup.py:266(validate_color_or_inherit)
       13    0.000    0.000    0.000    0.000 typing.py:736(__mro_entries__)
        1    0.000    0.000    0.000    0.000 tr_interior_point.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1723(_MathStyle)
        8    0.000    0.000    0.000    0.000 _nonlin.py:111(_set_doc)
        9    0.000    0.000    0.000    0.000 posixpath.py:140(basename)
        1    0.000    0.000    0.000    0.000 threading.py:761(__init__)
        1    0.000    0.000    0.000    0.000 geo.py:15(GeoAxes)
        1    0.000    0.000    0.000    0.000 cloudpickle_fast.py:540(CloudPickler)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        4    0.000    0.000    0.000    0.000 rrule.py:80(_invalidates_cache)
        3    0.000    0.000    0.000    0.000 core.py:3641(__init__)
        1    0.000    0.000    0.000    0.000 _adapters.py:71(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1161(Annotated)
       10    0.000    0.000    0.000    0.000 dataclasses.py:610(_is_type)
        1    0.000    0.000    0.000    0.000 ssl.py:467(Purpose)
        1    0.000    0.000    0.000    0.000 _importlib.py:31(<listcomp>)
        6    0.000    0.000    0.000    0.000 __init__.py:1689(isEnabledFor)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:17(numeric_type_aliases)
        3    0.000    0.000    0.000    0.000 pathlib.py:374(gethomedir)
        2    0.000    0.000    0.000    0.000 _common.py:21(package_to_anchor)
        1    0.000    0.000    0.000    0.000 base_events.py:384(BaseEventLoop)
       97    0.000    0.000    0.000    0.000 core.py:6025(<genexpr>)
        4    0.000    0.000    0.000    0.000 tokenize.py:319(read_or_stop)
        1    0.000    0.000    0.000    0.000 events.py:606(BaseDefaultEventLoopPolicy)
        2    0.000    0.000    0.000    0.000 __init__.py:15(_deprecation_notice)
        1    0.000    0.000    0.000    0.000 tempfile.py:286(<listcomp>)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
        1    0.000    0.000    0.000    0.000 unicode.py:241(Japanese)
       24    0.000    0.000    0.000    0.000 dataclasses.py:351(<listcomp>)
        1    0.000    0.000    0.000    0.000 _decomp_svd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _triangulation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:568(parser)
        1    0.000    0.000    0.000    0.000 textpath.py:20(TextToPath)
        1    0.000    0.000    0.000    0.000 _decomp_cossin.py:2(<module>)
     16/4    0.000    0.000    0.000    0.000 ast.py:76(_convert)
      128    0.000    0.000    0.000    0.000 typing_extensions.py:200(<listcomp>)
        1    0.000    0.000    0.000    0.000 reduction.py:95(set_loky_pickler)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:103(PrettyPrinter)
       85    0.000    0.000    0.000    0.000 core.py:1910(streamline)
        1    0.000    0.000    0.000    0.000 common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:200(joinuser)
       21    0.000    0.000    0.000    0.000 fancy_getopt.py:442(translate_longopt)
        2    0.000    0.000    0.000    0.000 abc.py:13(ResourceReader)
        9    0.000    0.000    0.000    0.000 overrides.py:23(set_array_function_like_doc)
        1    0.000    0.000    0.000    0.000 _pslinux.py:122(IOPriority)
        1    0.000    0.000    0.000    0.000 _construct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1086(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 _decomp_ldl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:66(Sectioned)
        4    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
        7    0.000    0.000    0.000    0.000 _threadsafety.py:25(__init__)
        1    0.000    0.000    0.000    0.000 uuid.py:72(SafeUUID)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:17(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:673(Bbox)
